año	mes	dia	obs_method_key	magnitude	delta	r	magnitud_reducida
2024	3	8	S	12.4	2.83	3.461	7.445059825907911
2024	3	8	C	12.2	2.83	3.461	7.2450598259079095
2024	3	8	C	12.3	2.83	3.461	7.345059825907911
2024	3	8	S	12.2	2.83	3.461	7.2450598259079095
2024	3	8	S	12.0	2.83	3.461	7.04505982590791
2024	3	7	C	12.8	2.858	3.474	7.815539807169844
2024	3	7	S	12.3	2.858	3.474	7.315539807169844
2024	3	7	C	12.3	2.858	3.474	7.315539807169844
2024	3	6	Z	12.6	2.885	3.486	7.587633998671377
2024	3	6	Z	12.5	2.885	3.486	7.487633998671377
2024	3	6	Z	12.4	2.885	3.486	7.387633998671378
2024	3	5	M	12.6	2.913	3.498	7.559198551148374
2024	3	5	C	12.6	2.913	3.498	7.559198551148374
2024	3	5	C	12.7	2.913	3.498	7.659198551148374
2024	3	5	S	12.4	2.913	3.498	7.359198551148375
2024	3	4	Z	12.7	2.941	3.511	7.630370730137897
2024	3	4	C	12.8	2.941	3.511	7.730370730137898
2024	3	4	Z	12.7	2.941	3.511	7.630370730137897
2024	3	4	S	12.3	2.941	3.511	7.230370730137898
2024	3	4	S	12.4	2.941	3.511	7.330370730137898
2024	3	4	S	12.4	2.941	3.511	7.330370730137898
2024	3	3	Z	12.8	2.969	3.523	7.702385796113565
2024	2	29	Z	12.7	3.054	3.559	7.519014896378757
2024	2	29	C	12.2	3.054	3.559	7.019014896378757
2024	2	25	Z	13.0	3.169	3.608	7.709056159698976
2024	2	24	C	12.3	3.198	3.62	6.982064850283093
2024	2	21	Z	13.0	3.285	3.656	7.6022921952120335
2024	2	20	C	13.1	3.314	3.668	7.676090844593492
2024	2	19	Z	12.9	3.343	3.68	7.450079023669569
2024	2	18	Z	13.0	3.373	3.692	7.52360983228462
2024	2	17	C	13.3	3.402	3.704	7.797973563567766
2024	2	16	Z	12.9	3.431	3.716	7.3725178831111124
2024	2	16	C	13.4	3.431	3.716	7.8725178831111124
2024	2	16	Z	13.9	3.431	3.716	8.372517883111112
2024	2	16	S	12.6	3.431	3.716	7.072517883111112
2024	2	16	M	12.4	3.431	3.716	6.8725178831111124
2024	2	14	S	12.8	3.49	3.74	7.2215148542017
2024	2	14	Z	13.0	3.49	3.74	7.421514854201699
2024	2	14	Z	13.1	3.49	3.74	7.5215148542016985
2024	2	13	S	13.1	3.52	3.752	7.495972534074211
2024	2	13	Z	13.5	3.52	3.752	7.895972534074211
2024	2	13	C	13.1	3.52	3.752	7.495972534074211
2024	2	13	C	13.4	3.52	3.752	7.795972534074211
2024	2	13	C	13.1	3.52	3.752	7.495972534074211
2024	2	13	Z	13.3	3.52	3.752	7.695972534074212
2024	2	12	S	13.1	3.549	3.764	7.47122192948594
2024	2	10	C	13.4	3.608	3.787	7.722190830046349
2024	2	9	Z	13.4	3.637	3.799	7.697937026952839
2024	2	9	C	13.5	3.637	3.799	7.797937026952838
2024	2	8	Z	13.7	3.667	3.811	7.97325070633615
2024	2	7	C	13.0	3.696	3.823	7.249318697164513
2024	2	7	V	13.3	3.696	3.823	7.549318697164514
2024	2	5	Z	13.6	3.755	3.846	7.801903893786759
2024	1	29	C	13.8	3.96	3.928	7.840666674797879
2024	1	29	M	13.5	3.96	3.928	7.540666674797878
2024	1	28	C	13.6	3.988	3.94	7.618743142674039
2024	1	28	Z	13.7	3.988	3.94	7.718743142674039
2024	1	28	Z	13.8	3.988	3.94	7.81874314267404
2024	1	24	C	13.9	4.104	3.986	7.831276767658857
2024	1	24	M	13.6	4.104	3.986	7.531276767658857
2024	1	22	C	13.3	4.161	4.01	7.188289557934353
2024	1	22	Z	13.5	4.161	4.01	7.388289557934352
2024	1	22	Z	14.0	4.161	4.01	7.888289557934352
2024	1	21	C	14.2	4.189	4.021	8.067777832679345
2024	1	21	M	13.9	4.189	4.021	7.7677778326793465
2024	1	21	C	13.2	4.189	4.021	7.0677778326793455
2024	1	21	Z	13.9	4.189	4.021	7.7677778326793465
2024	1	21	Z	13.6	4.189	4.021	7.467777832679346
2024	1	20	S	13.2	4.218	4.033	7.046326012944568
2024	1	20	Z	13.9	4.218	4.033	7.746326012944569
2024	1	18	M	13.9	4.274	4.056	7.70533767923335
2024	1	17	Z	14.4	4.302	4.067	8.185277107719845
2024	1	14	C	13.8	4.385	4.101	7.52570316505228
2024	1	13	Z	14.2	4.413	4.113	7.90553681521816
2024	1	10	C	13.7	4.494	4.147	7.348164482764359
2024	1	10	Z	14.0	4.494	4.147	7.64816448276436
2024	1	9	C	13.7	4.521	4.158	7.329405039851276
2024	1	9	C	13.7	4.521	4.158	7.329405039851276
2024	1	9	Z	14.2	4.521	4.158	7.829405039851276
2024	1	8	C	13.9	4.548	4.17	7.510217445052727
2024	1	7	C	13.7	4.575	4.181	7.291643670235589
2024	1	7	M	13.7	4.575	4.181	7.291643670235589
2024	1	7	S	12.7	4.575	4.181	6.291643670235589
2024	1	5	C	13.8	4.628	4.204	7.354719711820417
2024	1	4	C	13.9	4.654	4.215	7.43688021044264
2023	12	31	C	13.9	4.757	4.26	7.366286247386897
2023	12	31	Z	14.5	4.757	4.26	7.966286247386897
2023	12	27	C	14.0	4.858	4.305	7.397846668706074
2023	12	25	V	14.4	4.907	4.327	7.764985234101802
2023	12	22	C	14.1	4.979	4.361	7.41635893525557
2023	12	22	Z	14.3	4.979	4.361	7.616358935255571
2023	12	21	C	14.0	5.002	4.372	7.300880796639255
2023	12	20	C	14.1	5.026	4.383	7.385030225447418
2023	12	19	C	14.1	5.049	4.394	7.369672883600111
2023	12	19	Z	14.4	5.049	4.394	7.669672883600112
2023	12	18	C	14.0	5.072	4.405	7.254374211891285
2023	12	15	Z	14.6	5.14	4.438	7.809247915543674
2023	12	10	C	14.4	5.249	4.493	7.536935043194171
2023	12	7	C	14.7	5.311	4.526	7.795545744810765
2023	11	28	C	14.5	5.486	4.624	7.478631856595085
2023	9	10	Z	16.2	6.122	5.447	8.58474649732776
2023	9	6	C	15.3	6.114	5.487	7.6716980270692545
2023	9	5	C	15.7	6.111	5.497	8.068809896572214
2023	9	3	Z	16.2	6.106	5.517	8.562701080398085
2023	8	21	C	15.5	6.054	5.646	7.831083547842726
2023	8	18	Z	16.5	6.038	5.676	8.825322522637423
2023	8	18	Z	16.3	6.038	5.676	8.625322522637424
2023	8	16	Z	16.5	6.027	5.696	8.821644139516442
2023	8	13	V	16.3	6.009	5.725	8.61711152487418
2023	8	8	Z	16.4	5.978	5.774	8.709836548760181
2023	8	7	Z	16.4	5.972	5.784	8.708259583302688
2023	8	6	Z	16.2	5.965	5.794	8.507055305629482
2023	8	2	Z	16.8	5.938	5.833	9.102339151549796
2023	7	20	Z	16.6	5.845	5.959	8.890210495386773
2023	7	18	Z	16.6	5.831	5.978	8.888505239378471
2023	7	17	Z	16.7	5.824	5.988	8.987484210120021
2023	7	15	C	16.4	5.81	6.007	8.685831178311568
2023	7	15	Z	16.7	5.81	6.007	8.98583117831157
2023	7	13	Z	16.3	5.795	6.026	8.584587161815236
2023	7	12	C	16.4	5.788	6.036	8.683611232247237
2023	7	11	V	16.5	5.781	6.045	8.78300362714047
2023	7	8	C	16.7	5.761	6.074	8.980136685956133
2023	7	8	Z	15.9	5.761	6.074	8.180136685956136
2023	7	7	C	16.1	5.754	6.083	8.379561629913848
2023	7	7	V	16.7	5.754	6.083	8.979561629913846
2023	7	7	Z	16.7	5.754	6.083	8.979561629913846
2023	7	6	C	16.3	5.748	6.093	8.578260312066714
2023	7	6	Z	16.8	5.748	6.093	9.078260312066714
2023	6	25	Z	16.6	5.681	6.198	8.866618194097388
2023	6	24	C	16.3	5.676	6.207	8.565379339145835
2023	6	22	Z	16.1	5.666	6.226	8.362571567345427
2023	6	19	Z	16.7	5.652	6.254	8.958199849582822
2023	6	18	Z	16.8	5.648	6.264	9.056267814531829
2023	6	16	C	16.5	5.64	6.282	8.75311481977086
2023	6	16	C	16.3	5.64	6.282	8.55311481977086
2023	6	16	Z	16.8	5.64	6.282	9.05311481977086
2023	6	15	Z	16.2	5.636	6.292	8.45120150805716
2023	6	15	C	16.3	5.636	6.292	8.551201508057162
2023	6	14	C	16.4	5.633	6.301	8.64925384574761
2023	6	13	C	16.4	5.63	6.311	8.64696712486939
2023	6	13	Z	16.7	5.63	6.311	8.94696712486939
2023	6	13	V	16.9	5.63	6.311	9.14696712486939
2023	6	12	Z	16.7	5.627	6.32	8.94503003281811
2023	6	12	C	16.3	5.627	6.32	8.545030032818111
2023	6	12	C	17.3	5.627	6.32	9.545030032818111
2023	6	11	C	16.5	5.624	6.329	8.74309796156843
2023	6	11	Z	16.4	5.624	6.329	8.64309796156843
2023	6	10	Z	16.8	5.621	6.339	9.040828314675432
2023	6	10	C	16.3	5.621	6.339	8.540828314675432
2023	6	10	Z	16.5	5.621	6.339	8.740828314675431
2023	6	9	Z	16.8	5.619	6.348	9.038520249111448
2023	6	8	Z	16.8	5.616	6.358	9.036261886497485
2023	6	8	C	16.3	5.616	6.358	8.536261886497485
2023	6	8	Z	16.9	5.616	6.358	9.136261886497483
2023	6	8	Z	16.8	5.616	6.358	9.036261886497485
2023	6	7	C	16.4	5.614	6.367	8.633963709188688
2023	6	7	Z	16.8	5.614	6.367	9.03396370918869
2023	6	5	C	16.7	5.611	6.386	8.928654085465583
2023	6	4	C	16.6	5.61	6.395	8.82598294964583
2023	6	4	Z	17.2	5.61	6.395	9.425982949645828
2023	6	3	C	16.8	5.609	6.404	9.023316183716107
2023	6	2	C	16.0	5.608	6.414	8.220315197244881
2023	6	1	C	16.5	5.608	6.423	8.717270365136486
2023	5	31	C	16.4	5.608	6.432	8.614229796505015
2023	5	29	C	16.4	5.608	6.451	8.607824765736739
2023	5	28	C	16.4	5.609	6.46	8.604410209976994
2023	5	28	Z	17.1	5.609	6.46	9.304410209976997
2023	5	27	C	16.5	5.61	6.469	8.70099993801675
2023	5	27	Z	16.9	5.61	6.469	9.100999938016749
2023	5	26	Z	17.0	5.611	6.479	9.197258756756082
2023	5	26	C	16.4	5.611	6.479	8.59725875675608
2023	5	25	C	16.4	5.613	6.488	8.593470582886138
2023	5	25	C	17.2	5.613	6.488	9.393470582886138
2023	5	24	Z	16.9	5.614	6.497	9.090073624681054
2023	5	24	Z	16.3	5.614	6.497	8.490073624681056
2023	5	24	Z	17.4	5.614	6.497	9.590073624681054
2023	5	23	C	16.2	5.616	6.506	8.386294209662081
2023	5	22	C	16.5	5.619	6.516	8.681799461343143
2023	5	22	C	16.5	5.619	6.516	8.681799461343143
2023	5	22	Z	16.9	5.619	6.516	9.081799461343142
2023	5	21	C	16.4	5.621	6.525	8.578029493483715
2023	5	21	C	16.5	5.621	6.525	8.678029493483717
2023	5	21	Z	17.0	5.621	6.525	9.178029493483717
2023	5	19	C	16.4	5.628	6.543	8.569344954694646
2023	5	18	C	16.7	5.631	6.553	8.864871523514262
2023	5	18	Z	17.0	5.631	6.553	9.164871523514263
2023	5	17	Z	17.5	5.635	6.562	9.66034926783923
2023	5	16	V	16.9	5.64	6.571	9.05544714413071
2023	5	16	C	16.5	5.64	6.571	8.655447144130711
2023	5	15	Z	16.9	5.644	6.58	9.05093550651867
2023	5	14	C	16.7	5.649	6.589	8.84604458858068
2023	5	14	C	16.4	5.649	6.589	8.54604458858068
2023	5	13	Z	17.0	5.654	6.599	9.140830337421882
2023	5	13	C	16.9	5.654	6.599	9.04083033742188
2023	5	11	Z	16.1	5.666	6.617	8.230311475859931
2023	5	7	C	16.7	5.692	6.654	8.808261560274747
2023	5	1	Z	17.3	5.742	6.708	9.371718789527325
2023	4	30	Z	17.1	5.752	6.718	9.164705615597644
2023	4	30	Z	17.1	5.752	6.718	9.164705615597644
2023	4	29	Z	17.0	5.762	6.727	9.058026591864017
2023	4	28	C	16.9	5.772	6.736	8.951357995434751
2023	4	27	C	16.9	5.782	6.745	8.944699793287189
2023	4	26	C	16.8	5.793	6.754	8.837677076007752
2023	4	25	C	16.8	5.804	6.763	8.830666044044797
2023	4	25	Z	16.7	5.804	6.763	8.730666044044796
2023	4	25	Z	16.7	5.804	6.763	8.730666044044796
2023	4	24	V	17.5	5.816	6.772	9.523293263560605
2023	4	24	Z	17.3	5.816	6.772	9.323293263560606
2023	4	23	Z	17.1	5.827	6.781	9.116306187664204
2023	4	23	Z	15.9	5.827	6.781	7.916306187664202
2023	4	22	C	16.6	5.84	6.79	8.608586893035497
2023	4	22	Z	17.3	5.84	6.79	9.308586893035496
2023	4	22	Z	17.2	5.84	6.79	9.208586893035495
2023	4	21	C	17.0	5.852	6.799	9.001253206863078
2023	4	20	Z	17.3	5.865	6.808	9.293562182359604
2023	4	20	V	17.3	5.865	6.808	9.293562182359604
2023	4	20	C	16.8	5.865	6.808	8.793562182359604
2023	4	17	C	17.0	5.905	6.836	8.969890220008836
2023	4	16	Z	16.1	5.919	6.845	8.06189103779069
2023	4	14	C	17.2	5.948	6.863	9.145575206297059
2023	4	13	Z	17.2	5.963	6.872	9.137260199155373
2023	4	13	S	14.4	5.963	6.872	6.337260199155374
2023	4	11	Z	17.4	5.994	6.89	9.320320197413741
2023	4	9	Z	17.4	6.026	6.908	9.3030927188362
2023	4	1	C	14.5	6.166	6.98	6.330705284931748
2023	3	30	C	16.9	6.204	6.998	8.711771363557723
2023	3	29	Z	17.5	6.223	7.006	9.30265033016928
2023	3	28	Z	17.7	6.243	7.015	9.49289494852166
2023	3	26	C	17.5	6.282	7.033	9.27380725262054
2023	3	24	Z	17.6	6.323	7.051	9.354130517548699
2023	3	22	V	18.5	6.365	7.069	10.234218051745135
2023	3	21	Z	18.4	6.386	7.078	10.124302637475388
2023	3	19	C	17.7	6.429	7.096	9.404214837074194
2023	3	19	Z	17.4	6.429	7.096	9.104214837074194
2023	3	18	C	18.1	6.451	7.104	9.79435002667703
2023	3	18	C	17.4	6.451	7.104	9.094350026677027
2023	3	16	Z	17.8	6.495	7.122	9.474094376263592
2023	3	16	C	18.1	6.495	7.122	9.774094376263593
2023	3	15	Z	17.8	6.517	7.131	9.46400921278279
2023	3	15	Z	17.8	6.517	7.131	9.46400921278279
2023	3	3	C	18.0	6.798	7.237	9.540301335634528
2023	3	2	Z	18.2	6.822	7.246	9.729949776150518
2023	3	1	Z	17.9	6.847	7.255	9.41931127679463
2023	2	28	C	18.2	6.871	7.264	9.709021079730313
2023	2	28	C	17.7	6.871	7.264	9.209021079730313
2023	2	27	C	17.9	6.896	7.272	9.398744384847161
2023	2	27	C	18.0	6.896	7.272	9.498744384847162
2023	2	26	C	18.1	6.921	7.281	9.588200598538236
2023	2	25	C	18.2	6.946	7.29	9.677688463536409
2023	2	25	C	17.9	6.946	7.29	9.377688463536408
2023	2	25	C	18.3	6.946	7.29	9.77768846353641
